user_id;venue_id;timestamp;temp;precip;windspeed;preciptype;conditions;number_of_visits
829;3fd66200f964a520daf11ee3;2017-12-20 20:00:00-05:00;3.2;0.0;9.1;-1;Partially cloudy;1
829;597fd9ab1fa7630c4194e9d3;2017-12-21 00:19:00-05:00;1.4;0.0;12.6;-1;Clear;1
944;4b6b5abff964a520fb022ce3;2017-10-07 00:58:00-04:00;22.5;0.0;0.0;-1;Partially cloudy;1
971;4ae5afa0f964a52076a121e3;2017-10-13 17:54:00-04:00;18.2;0.0;11.8;-1;Overcast;1
971;4db3374590a0843f295fb69b;2017-10-14 02:08:00-04:00;16.8;0.0;9.8;-1;Partially cloudy;2
971;509dc336e4b05e06b48870c0;2017-10-10 17:00:00-04:00;26.6;0.0;9.6;-1;Clear;1
971;52b0a990498eb3a992b89573;2017-10-10 14:50:00-04:00;26.5;0.0;18.9;-1;Partially cloudy;1
971;576eab51cd10ae8e59db0250;2017-10-11 14:13:00-04:00;23.8;0.0;13.6;-1;Partially cloudy;1
971;578692f4498e1054905dbde7;2017-10-10 15:57:00-04:00;26.5;0.0;5.5;-1;Partially cloudy;1
971;57fe5fb9498e0dfb586bfe58;2017-10-14 22:20:00-04:00;20.4;0.0;0.0;-1;Overcast;1
971;59777632a0215b656ce48629;2017-10-14 19:59:00-04:00;21.3;0.0;7.4;-1;Overcast;1
1167;42893400f964a52054231fe3;2017-10-05 14:04:00-04:00;27.2;0.0;14.8;-1;Partially cloudy;1
1167;4a44cd95f964a5208fa71fe3;2017-10-05 14:59:00-04:00;27.5;0.0;10.4;-1;Partially cloudy;1
1167;4a675deef964a52045c91fe3;2017-10-05 16:59:00-04:00;27.6;0.0;20.5;-1;Partially cloudy;1
1167;4ae8fd76f964a520e1b321e3;2017-10-06 02:55:00-04:00;21.3;0.0;3.4;-1;Partially cloudy;1
1167;4b78360df964a520a7bc2ee3;2017-10-05 05:31:00-04:00;18.4;0.0;11.0;-1;Partially cloudy;1
1167;4c35de72452620a1ba5d270f;2017-10-05 13:05:00-04:00;26.8;0.0;12.9;-1;Partially cloudy;1
1167;52c5e4dd498e975917e6221f;2017-10-04 13:03:00-04:00;22.0;0.0;11.4;-1;Clear;1
1167;54f9d808498eaa73550d399c;2017-10-06 03:05:00-04:00;21.3;0.0;3.4;-1;Partially cloudy;1
1257;3fd66200f964a520a0e61ee3;2017-10-09 23:13:00-04:00;24.9;0.0;14.2;-1;Partially cloudy;1
1257;55b7dd92498e88a1ea18d3f8;2017-10-03 14:59:00-04:00;20.4;0.0;9.8;-1;Clear;1
1340;3fd66200f964a5202ce71ee3;2018-09-07 01:31:00-04:00;23.9;0.0;4.7;-1;Partially cloudy;1
1340;501d3c31e4b0c3028609cc2b;2018-08-26 17:36:00-04:00;27.4;0.0;15.3;-1;Overcast;1
1485;3fd66200f964a520e6e81ee3;2018-04-29 00:02:00-04:00;12.1;0.3;6.1;rain;Rain, Overcast;1
1485;4ad35d08f964a520fae320e3;2018-04-29 00:55:00-04:00;11.9;0.268;2.1;rain;Rain, Overcast;1
1485;5a02358350a6f00537bba695;2017-12-21 02:01:00-05:00;1.2;0.0;18.4;-1;Clear;1
1571;4bc7ab4c14d79521c6e367e9;2017-12-27 03:20:00-05:00;-6.1;0.0;11.1;-1;Overcast;2
1903;4bc743d68b7c9c74df1536cf;2017-11-25 19:08:00-05:00;13.4;0.0;20.7;-1;Partially cloudy;1
2743;3fd66200f964a52070e91ee3;2018-01-15 03:28:00-05:00;-8.8;0.0;13.5;-1;Partially cloudy;1
2743;4bac00a1f964a52025dd3ae3;2017-12-23 20:57:00-05:00;7.5;0.0;13.5;-1;Partially cloudy;1
3015;4a871eb2f964a520b20220e3;2018-06-26 17:41:00-04:00;23.0;0.0;19.5;-1;Partially cloudy;1
3015;4b40cf3df964a5206bbb25e3;2018-06-26 16:09:00-04:00;24.0;0.0;12.2;-1;Partially cloudy;1
3015;4c35de72452620a1ba5d270f;2018-06-23 19:38:00-04:00;18.9;0.0;3.0;-1;Overcast;1
3015;593ff60bdd12f81d39923b41;2018-06-23 21:38:00-04:00;18.8;0.0;3.0;-1;Overcast;1
3054;4a0c627df964a52028751fe3;2018-01-31 22:43:00-05:00;-0.1;0.0;21.6;-1;Partially cloudy;1
3054;4a5bbb14f964a520b3bb1fe3;2018-02-10 04:40:00-05:00;4.8;0.0;4.5;-1;Overcast;1
3054;52eddc12498e40bb655e0d7a;2018-02-01 01:34:00-05:00;0.8;0.0;5.9;-1;Partially cloudy;1
3284;3fd66200f964a52095e61ee3;2017-10-28 22:27:00-04:00;17.7;0.0;7.0;-1;Partially cloudy;1
3284;50ca875ce4b03ff32d7dc696;2017-10-28 23:39:00-04:00;18.2;0.0;8.8;-1;Partially cloudy;1
3545;4f0cddf6e4b0dd892fd87c03;2018-07-17 22:35:00-04:00;22.7;0.0;16.9;-1;Overcast;1
3545;54655d1c498e343fe4e77239;2018-07-28 23:30:00-04:00;26.3;0.0;14.0;-1;Clear;1
3589;4eb90d85722e09311d356915;2017-12-11 17:38:00-05:00;3.6;0.0;7.9;-1;Partially cloudy;1
3589;59987406603d2a70195e62e1;2018-04-01 21:12:00-04:00;9.0;0.0;15.7;rain;Partially cloudy;1
3662;4bc24023461576b056237d32;2017-11-03 15:18:00-04:00;23.2;0.0;12.5;-1;Partially cloudy;1
3662;4bcf4cfe9854d13a18caf54d;2018-08-17 19:01:00-04:00;28.9;0.0;14.3;-1;Partially cloudy;1
3662;522664d311d2cee66613afbc;2018-07-29 18:08:00-04:00;27.3;0.0;10.9;-1;Partially cloudy;1
3662;5227e38d11d20c833c575320;2018-05-25 02:02:00-04:00;20.6;0.0;13.4;-1;Clear;1
3662;5400dc65498e3831aab00327;2018-08-17 01:38:00-04:00;27.8;0.0;10.7;-1;Clear;7
3880;509fd01de4b070da0a9d3c24;2017-10-14 22:18:00-04:00;20.4;0.0;0.0;-1;Overcast;3
4092;4af5fb3af964a520c4ff21e3;2018-04-22 19:04:00-04:00;13.8;0.0;15.2;-1;Clear;1
4092;521cad4011d2a9c6e2c198ae;2018-04-26 19:42:00-04:00;18.6;0.0;12.2;-1;Clear;1
4326;4b6b5abff964a520fb022ce3;2017-12-27 16:01:00-05:00;-4.2;0.0;16.0;-1;Clear;1
4326;4eb90d85722e09311d356915;2017-12-27 15:11:00-05:00;-4.3;0.0;13.7;-1;Clear;1
4326;5362a2ae498e3b18c22334be;2017-12-27 19:20:00-05:00;-6.0;0.0;17.5;-1;Clear;1
4338;54cad0b2498ea68d80401cbd;2018-06-09 21:49:00-04:00;22.6;0.0;2.1;-1;Partially cloudy;1
4352;4bc21f2bb492d13af4ffa660;2018-03-09 23:21:00-05:00;2.0;0.0;16.0;-1;Clear;1
4388;4a4a9f62f964a52003ac1fe3;2017-11-15 23:54:00-05:00;10.7;0.0;10.7;-1;Overcast;1
4388;4b59e21df964a520209e28e3;2017-11-15 18:18:00-05:00;9.2;0.0;13.3;-1;Partially cloudy;1
4388;4c9d89017ada199cf0a493bc;2017-11-15 22:31:00-05:00;9.8;0.0;9.1;-1;Partially cloudy;1
4388;4cf9b6072d80a1439bf13fd8;2017-11-02 16:30:00-04:00;21.9;0.0;7.1;-1;Clear;1
4388;5355a5ca498e506aae75edb7;2017-10-20 16:36:00-04:00;22.7;0.0;16.0;-1;Clear;1
4446;4b9a6aaaf964a5207fb335e3;2017-10-18 16:52:00-04:00;21.4;0.0;11.2;-1;Clear;1
4446;4bdb4c1563c5c9b694402768;2017-10-10 19:11:00-04:00;24.7;0.0;4.6;-1;Clear;1
4446;4c07e45e6071a5936660db32;2017-10-06 17:39:00-04:00;23.8;0.0;9.4;-1;Clear;1
4446;4c3665a93849c928b900bcb1;2017-10-27 18:41:00-04:00;14.8;0.0;4.2;-1;Clear;10
4588;4b3a50c6f964a520796425e3;2017-10-16 17:28:00-04:00;13.5;0.0;13.6;-1;Partially cloudy;1
4588;56c4fa3bcd10a5d646e306a9;2017-10-16 21:01:00-04:00;11.5;0.0;13.8;-1;Clear;1
4593;4165d880f964a5207e1d1fe3;2017-12-29 22:46:00-05:00;-7.9;0.0;13.1;-1;Clear;1
4610;4eb90d85722e09311d356915;2017-11-25 22:39:00-05:00;11.4;0.0;13.2;-1;Partially cloudy;1
4639;4eef9dfe6c25c7f9d47c80b4;2018-06-09 23:29:00-04:00;23.0;0.0;1.2;-1;Partially cloudy;1
4639;5377d929498e0cd133758783;2018-06-09 23:31:00-04:00;22.6;0.0;0.0;-1;Partially cloudy;1
4652;42daf100f964a52035261fe3;2017-10-06 14:20:00-04:00;27.4;0.0;10.9;-1;Partially cloudy;1
4652;4c36228418e72d7f004f14f5;2017-10-06 15:55:00-04:00;26.6;0.0;11.9;-1;Clear;1
4706;4165d880f964a5207e1d1fe3;2017-12-30 19:45:00-05:00;-5.6;0.0;19.2;snow;Clear;1
4706;5984eeb39be522744003dee5;2017-12-30 22:44:00-05:00;-6.1;0.902;17.0;snow;Snow, Partially cloudy;1
4800;49e74532f964a52081641fe3;2017-11-06 01:24:00-05:00;15.6;0.0;8.0;-1;Partially cloudy;1
4933;51b3c734498e2c9c744309e6;2018-03-04 20:52:00-05:00;2.0;0.0;34.8;-1;Clear;1
4933;57c640ad498e74977f98372f;2018-03-04 20:54:00-05:00;2.0;0.0;34.8;-1;Clear;1
4970;5547ffe8498ec8a2c668a412;2018-04-20 01:54:00-04:00;3.1;0.0;16.9;-1;Clear;1
4970;5ad935682f97ec3e4b21e927;2018-04-20 00:39:00-04:00;3.6;0.0;18.7;-1;Clear;1
5235;3fd66200f964a52023e61ee3;2018-03-21 20:54:00-04:00;0.1;1.003;18.1;rain,snow;Snow, Rain, Overcast;3
5235;3fd66200f964a52037e31ee3;2018-01-15 07:51:00-05:00;-7.9;0.0;17.4;-1;Partially cloudy;1
5235;3fd66200f964a5206ce91ee3;2018-08-19 18:23:00-04:00;22.1;0.0;5.0;-1;Overcast;2
5235;3fd66200f964a5206fe61ee3;2018-03-20 02:50:00-04:00;1.1;0.0;12.8;-1;Partially cloudy;1
5235;3fd66200f964a520b1ea1ee3;2018-09-20 20:10:00-04:00;19.7;0.0;6.7;-1;Overcast;5
5235;3fd66200f964a520e7e51ee3;2018-04-03 20:50:00-04:00;4.9;0.0;14.5;-1;Overcast;2
5235;3fd66200f964a520ede41ee3;2018-02-23 20:37:00-05:00;4.9;0.0;7.8;-1;Overcast;2
5235;44acde31f964a52013351fe3;2018-04-17 20:41:00-04:00;5.2;0.0;15.9;-1;Overcast;2
5235;4555bea7f964a520253d1fe3;2017-11-13 20:38:00-05:00;5.7;0.0;11.8;-1;Clear;1
5235;49b87b8cf964a52044531fe3;2017-10-29 02:24:00-04:00;18.3;0.0;14.0;-1;Overcast;1
5235;49bc3b0af964a52020541fe3;2018-05-15 01:32:00-04:00;16.2;0.0;2.1;-1;Overcast;3
5235;49e7ce15f964a5201d651fe3;2018-06-10 20:13:00-04:00;17.7;0.0;2.6;-1;Overcast;16
5235;49ee25b6f964a5202b681fe3;2018-01-06 20:10:00-05:00;-12.6;0.0;22.5;-1;Clear;4
5235;49f50c47f964a520896b1fe3;2017-12-20 23:57:00-05:00;1.4;0.0;12.6;-1;Clear;3
5235;4a01ee7bf964a52010711fe3;2018-01-07 21:22:00-05:00;-7.8;0.0;13.0;-1;Overcast;1
5235;4a1dd407f964a5209c7b1fe3;2018-01-11 21:51:00-05:00;8.2;0.0;7.0;-1;Partially cloudy;1
5235;4a4115a8f964a520c0a41fe3;2018-01-18 21:23:00-05:00;-2.0;0.0;18.0;-1;Clear;2
5235;4a5a1de7f964a520bcb91fe3;2018-09-08 19:51:00-04:00;17.4;0.252;11.1;rain;Rain, Overcast;3
5235;4a667506f964a52093c81fe3;2017-10-11 20:45:00-04:00;19.2;0.0;10.5;-1;Overcast;1
5235;4a6fa0abf964a520a4d61fe3;2018-06-10 22:39:00-04:00;16.6;0.048;2.9;rain;Rain, Overcast;2
5235;4a73515ef964a5201edc1fe3;2018-02-15 23:05:00-05:00;14.0;1.116;12.3;rain;Rain, Overcast;2
5235;4a9eb0e7f964a520e43a20e3;2017-10-03 16:45:00-04:00;18.7;0.0;8.6;-1;Clear;1
5235;4aac0035f964a520825b20e3;2017-10-10 17:16:00-04:00;26.6;0.0;9.6;-1;Clear;1
5235;4b0d784cf964a520fb4823e3;2018-06-26 18:09:00-04:00;23.0;0.0;19.5;-1;Partially cloudy;1
5235;4b538edff964a52032a227e3;2018-02-17 00:26:00-05:00;2.4;0.0;17.5;-1;Clear;1
5235;4ba0e4e3f964a520498537e3;2018-06-10 18:59:00-04:00;18.3;0.0;2.1;-1;Overcast;1
5235;4ba25f2ef964a52051f237e3;2018-02-20 23:19:00-05:00;16.2;0.0;10.1;-1;Partially cloudy;1
5235;4bfdcd3ae529c928a589bb8c;2017-12-20 01:01:00-05:00;10.1;0.0;22.6;-1;Clear;2
5235;4c68988cfff7c9b6148647ef;2018-03-18 16:56:00-04:00;6.0;0.0;20.7;-1;Clear;1
5235;4dda977ad22d38ef4332c419;2018-04-10 20:01:00-04:00;8.0;0.0;16.8;-1;Partially cloudy;4
5235;4e6b7aabb61cc3728e0b96af;2017-11-14 21:06:00-05:00;5.5;0.0;12.7;-1;Partially cloudy;2
5235;4f22ca77e4b0ed3396a83a05;2018-02-18 23:01:00-05:00;3.2;0.0;6.4;-1;Clear;1
5235;4ff8eb10e4b01ead02ed30c2;2017-11-02 17:56:00-04:00;20.6;0.0;12.1;-1;Clear;1
5235;50ba9119e4b071a4bae6dc10;2018-03-10 20:53:00-05:00;3.4;0.0;15.2;-1;Partially cloudy;1
5235;5159c4d3e4b03f6bce970619;2018-04-06 19:52:00-04:00;14.8;0.0;11.7;-1;Overcast;2
5235;51b1bfad498e29a54a7fb5ef;2017-10-26 20:44:00-04:00;12.0;0.0;16.1;-1;Clear;1
5235;5237264111d27e8e90c10357;2018-03-20 00:40:00-04:00;2.4;0.0;10.0;-1;Partially cloudy;1
5235;53a5f4f0498e1d1f0be9ad8e;2017-11-11 22:04:00-05:00;1.4;0.0;6.3;-1;Partially cloudy;3
5235;53ab0af5498e13bffddb8d96;2018-04-05 21:47:00-04:00;4.6;0.0;15.2;-1;Clear;8
5235;549481f3498e855d5f51cb66;2017-11-01 19:22:00-04:00;13.5;0.0;12.1;-1;Overcast;5
5235;549dabec498eb47afce47921;2018-02-08 23:06:00-05:00;-1.8;0.0;15.4;-1;Clear;3
5235;54ad49af498e3a16f0ec29f8;2017-10-22 21:17:00-04:00;18.0;0.0;8.7;-1;Partially cloudy;1
5235;54f9d808498eaa73550d399c;2018-01-19 01:51:00-05:00;-3.9;0.0;8.8;-1;Clear;1
5235;561a8cd8498ed81f4384d0aa;2017-10-14 19:31:00-04:00;21.3;0.0;7.4;-1;Overcast;1
5235;564a86c8498ea245a802f0d1;2018-01-17 01:20:00-05:00;1.9;0.0;7.1;-1;Overcast;2
5235;56fd4c5e498e389de05f8b85;2018-01-18 01:23:00-05:00;-6.0;0.0;15.9;snow;Clear;8
5235;5755aeda498e848fd0ae617b;2018-04-13 04:42:00-04:00;16.5;0.0;21.4;-1;Partially cloudy;1
5235;57928c69498e1dae12e71019;2018-02-23 21:41:00-05:00;5.0;0.0;4.3;-1;Overcast;4
5235;57b49df2498e4991755e961f;2017-10-25 21:24:00-04:00;16.5;0.0;6.6;-1;Partially cloudy;1
5235;57b77dd8498e2dc8c17f94c2;2018-01-06 19:21:00-05:00;-12.0;0.0;21.3;-1;Clear;1
5235;57c43c98498e2696b402a527;2017-11-28 20:10:00-05:00;11.5;0.0;12.5;-1;Clear;2
5235;57c871ca498ecc3fd7379718;2017-10-24 21:20:00-04:00;19.8;0.18;8.3;rain;Rain, Overcast;1
5235;57f4fb59498efaaab7345b34;2018-01-18 03:25:00-05:00;-6.5;0.0;18.0;snow;Clear;1
5235;5904e291286fda74dee6d5f9;2017-10-14 00:02:00-04:00;16.9;0.0;8.5;-1;Partially cloudy;1
5235;59346c72603d2a55fc344b20;2017-11-28 20:43:00-05:00;11.2;0.0;17.2;-1;Clear;2
5235;5945575cf62e090a3b220883;2017-10-22 19:04:00-04:00;18.7;0.0;7.3;-1;Partially cloudy;1
5235;59d7799486f4cc7f7d35d325;2017-10-22 20:37:00-04:00;18.0;0.0;8.7;-1;Partially cloudy;1
5235;5a35edc9c0f16360b91621fe;2018-01-15 05:32:00-05:00;-7.7;0.0;17.4;-1;Overcast;1
5287;515abd65e4b08eda86b30e6e;2017-10-21 18:25:00-04:00;21.5;0.0;4.5;-1;Partially cloudy;1
5287;52ad100d498eb6c1fda53c28;2017-10-21 16:29:00-04:00;24.5;0.0;9.8;-1;Partially cloudy;1
5313;57479cca38fad4925dcb8298;2017-11-24 23:00:00-05:00;7.0;0.0;8.1;-1;Clear;1
5313;5772e0d5cd10a42d05ed11a5;2017-11-24 22:57:00-05:00;7.0;0.0;8.1;-1;Clear;1
5313;598c7e633b83073f81f4a4e6;2017-10-14 20:19:00-04:00;21.3;0.0;7.4;-1;Overcast;1
5367;3fd66200f964a52070e91ee3;2018-01-19 22:01:00-05:00;3.7;0.0;12.7;-1;Clear;1
5367;4b6b5abff964a520fb022ce3;2018-01-20 22:23:00-05:00;7.0;0.0;4.4;-1;Clear;1
5367;515abd65e4b08eda86b30e6e;2018-01-20 21:37:00-05:00;7.0;0.0;4.4;-1;Clear;1
5421;4b2ac07af964a520ecae24e3;2017-10-08 21:43:00-04:00;24.9;0.0;1.2;-1;Partially cloudy;1
5421;4c2a2a6ab1ddc9b674a452fb;2017-10-08 21:52:00-04:00;24.9;0.0;1.2;-1;Partially cloudy;1
5478;3fd66200f964a52094e61ee3;2018-06-09 21:13:00-04:00;22.5;0.0;2.1;-1;Partially cloudy;1
5478;3fd66200f964a520bbe61ee3;2018-02-17 01:23:00-05:00;1.3;0.0;18.2;-1;Clear;1
5478;4ad68c35f964a520c20721e3;2018-02-16 22:07:00-05:00;4.0;0.0;23.2;-1;Clear;1
5478;4c374bf80a71c9b6f2893ec9;2018-05-28 22:15:00-04:00;16.7;0.0;4.2;-1;Overcast;3
5478;5787b68e498efcabbebba4f8;2018-03-27 01:02:00-04:00;3.4;0.0;5.9;-1;Clear;1
5704;4bddccbe6198c9b67bb911ff;2018-04-14 15:36:00-04:00;21.1;0.0;21.5;-1;Clear;1
5704;4d9f36cb47ad3704baec4be5;2018-04-14 15:14:00-04:00;23.1;0.0;18.5;-1;Clear;1
5884;4a954328f964a520cf2220e3;2017-11-15 14:38:00-05:00;9.0;0.0;6.9;-1;Overcast;1
5884;4bb3596714cfd13a98e415ab;2017-10-12 15:11:00-04:00;17.3;0.0;25.9;-1;Partially cloudy;1
5884;4c28c07b9fb5d13a79059a57;2017-11-08 22:35:00-05:00;6.3;0.0;7.9;-1;Clear;1
5975;587ffcc3ea29b80cdce3468d;2017-10-23 13:44:00-04:00;23.2;0.0;18.8;-1;Partially cloudy;1
5975;58801864cc5b6a14dedce689;2017-10-23 13:41:00-04:00;23.2;0.0;18.8;-1;Partially cloudy;1
6098;4a8ec238f964a520961220e3;2017-10-03 16:04:00-04:00;19.6;0.0;8.6;-1;Clear;1
6098;4b6b51b7f964a520a1002ce3;2017-10-03 16:10:00-04:00;19.6;0.0;8.6;-1;Clear;1
6098;554a4688498eca79568879dd;2017-10-06 17:04:00-04:00;25.7;0.0;10.8;-1;Clear;1
6101;4cc60b7a82388cfad0727935;2017-10-05 03:06:00-04:00;18.9;0.0;13.9;-1;Overcast;1
6101;4edec6e40e01ed773a8ddf4e;2017-10-04 23:05:00-04:00;20.0;0.0;14.8;-1;Clear;1
6101;56253720498eafa9acbe4f14;2017-10-04 17:34:00-04:00;22.8;0.0;19.3;-1;Clear;1
6168;4b6b5abff964a520fb022ce3;2017-10-17 21:37:00-04:00;12.7;0.0;17.3;-1;Clear;1
6168;4c98d854d799a1cd97b6b552;2017-10-17 22:27:00-04:00;12.7;0.0;17.3;-1;Clear;1
6168;4eb90d85722e09311d356915;2017-10-17 21:26:00-04:00;12.4;0.0;8.5;-1;Clear;1
6252;4165d880f964a5207e1d1fe3;2018-01-05 16:15:00-05:00;-8.6;0.0;23.8;-1;Clear;1
6252;42893400f964a52054231fe3;2018-01-05 20:11:00-05:00;-10.4;0.0;31.1;-1;Partially cloudy;1
6252;49ff62f9f964a52013701fe3;2018-01-03 22:11:00-05:00;-2.3;0.0;8.7;snow;Partially cloudy;1
6252;4b6b5abff964a520fb022ce3;2018-01-03 21:55:00-05:00;-2.3;0.0;8.7;snow;Partially cloudy;1
6252;4bc72ae7af07a593909c7e2d;2018-01-03 17:21:00-05:00;-2.1;0.0;10.7;snow;Partially cloudy;1
6252;4c35de72452620a1ba5d270f;2018-01-05 19:27:00-05:00;-9.8;0.0;26.5;-1;Clear;1
6300;4165d880f964a5207e1d1fe3;2018-04-14 22:54:00-04:00;9.3;0.0;21.6;-1;Overcast;1
6300;42893400f964a52054231fe3;2018-04-15 00:06:00-04:00;7.8;0.0;25.2;-1;Overcast;1
6300;4d03ae3437036dcbfba10bfb;2018-04-13 14:28:00-04:00;26.5;0.0;9.8;-1;Partially cloudy;1
6300;515abd65e4b08eda86b30e6e;2018-04-13 16:43:00-04:00;27.4;0.0;15.2;-1;Partially cloudy;1
6739;42893400f964a52054231fe3;2017-10-04 19:03:00-04:00;22.3;0.0;16.6;-1;Clear;1
6739;4a5d19b7f964a52032bd1fe3;2017-10-04 19:17:00-04:00;22.3;0.0;16.6;-1;Clear;1
6739;4f0f47650cd695a0e54cb438;2017-10-04 15:43:00-04:00;23.6;0.0;21.3;-1;Clear;1
6968;52698f5911d23c1c66d64564;2017-10-07 22:36:00-04:00;22.3;0.0;11.9;-1;Partially cloudy;1
6995;52ce0173498e800c8e2dcc50;2017-11-14 23:31:00-05:00;4.9;0.0;12.5;-1;Overcast;1
7003;3fd66200f964a520c5e91ee3;2017-12-18 00:35:00-05:00;1.9;0.0;9.5;-1;Overcast;1
7003;4e57cc89b0fb4c4d61f5cd69;2017-12-16 18:59:00-05:00;3.7;0.0;14.5;-1;Overcast;1
7003;509fd01de4b070da0a9d3c24;2017-12-16 18:41:00-05:00;3.7;0.0;14.5;-1;Overcast;1
7039;431e2d80f964a52079271fe3;2018-03-22 18:24:00-04:00;10.1;0.0;17.2;-1;Partially cloudy;1
7039;49cf9efbf964a520b05a1fe3;2018-01-11 17:38:00-05:00;8.2;0.0;10.6;-1;Partially cloudy;1
7049;57c98c00498ede2ae6ad9755;2018-10-17 19:39:00-04:00;12.7;0.0;30.3;-1;Clear;1
7670;4a6fa0abf964a520a4d61fe3;2018-05-31 18:02:00-04:00;19.7;0.0;6.9;-1;Overcast;1
7670;4e8afe84b63423c020f0e7f7;2018-06-02 13:49:00-04:00;27.6;0.128;12.4;rain;Rain, Partially cloudy;1
7670;579c12cd498e6e815b3acf50;2018-06-02 19:23:00-04:00;27.5;0.0;23.0;-1;Partially cloudy;2
