user_id;venue_id;timestamp;temp;precip;windspeed;preciptype;conditions;number_of_visits
25735;46e53f29f964a520b74a1fe3;2018-07-07 02:12:00-04:00;20.0;0.0;20.2;-1;Clear;1
15018;4b57b0dff964a520293c28e3;2018-07-07 16:22:00-04:00;24.5;0.0;12.2;-1;Clear;1
128822;55b2b14a498e09f9933e6bfd;2018-07-07 20:43:00-04:00;20.0;0.0;8.8;-1;Clear;1
323836;4beb0c83246fb713dff8abdf;2018-07-07 22:31:00-04:00;18.9;0.0;4.1;-1;Clear;1
70984;59287ec99cadd905284e4052;2018-07-07 22:58:00-04:00;18.9;0.0;4.1;-1;Clear;1
26104;4af85709f964a5205f0c22e3;2018-07-07 23:38:00-04:00;18.6;0.0;3.3;-1;Clear;1
70984;5547ffe8498ec8a2c668a412;2018-07-07 23:51:00-04:00;18.6;0.0;3.3;-1;Clear;1
124110;4116be80f964a520fc0b1fe3;2018-07-08 01:16:00-04:00;18.7;0.0;2.9;-1;Clear;1
269995;4c374bf80a71c9b6f2893ec9;2018-07-08 18:20:00-04:00;25.8;0.0;12.8;-1;Clear;1
269995;40f5c900f964a520a30a1fe3;2018-07-08 18:31:00-04:00;25.0;0.0;6.4;-1;Clear;1
57750;52c5c3fd11d20b57f8ba9ef3;2018-07-08 18:51:00-04:00;25.0;0.0;6.4;-1;Clear;1
98536;4c374bf80a71c9b6f2893ec9;2018-07-08 19:00:00-04:00;25.0;0.0;6.4;-1;Clear;1
375812;49c65f17f964a5203c571fe3;2018-07-09 01:31:00-04:00;20.2;0.0;6.9;-1;Clear;1
15018;4cc1bf0001fb236a32789aba;2018-07-09 17:09:00-04:00;29.5;0.0;14.9;-1;Clear;1
180343;42893400f964a52054231fe3;2018-07-09 18:44:00-04:00;27.4;0.0;12.5;-1;Clear;1
15018;57a240f1cd10ed172db51626;2018-07-09 19:13:00-04:00;27.4;0.0;12.5;-1;Clear;1
206500;4a8951caf964a520df0720e3;2018-07-09 20:10:00-04:00;26.6;0.0;12.8;-1;Clear;1
180343;431f7f00f964a52085271fe3;2018-07-09 21:54:00-04:00;24.9;0.0;11.2;-1;Clear;1
188174;5941c0abf193c012d47fc4e8;2018-07-09 21:59:00-04:00;24.9;0.0;11.2;-1;Clear;1
15018;49bc236af964a5201b541fe3;2018-07-09 23:23:00-04:00;24.3;0.0;9.7;-1;Clear;1
188174;4a871eb2f964a520b20220e3;2018-07-10 01:04:00-04:00;23.1;0.0;9.7;-1;Clear;1
15018;4c374bf80a71c9b6f2893ec9;2018-07-10 15:06:00-04:00;33.6;0.0;18.7;-1;Clear;8
15018;49e644c6f964a5202f641fe3;2018-07-10 16:09:00-04:00;34.1;0.0;13.2;-1;Clear;2
161271;4c2caafb8ef52d7f823a33ba;2018-07-10 17:19:00-04:00;32.8;0.0;9.3;-1;Clear;1
70679;507e0b2e011ca7f458d10d2f;2018-07-10 18:05:00-04:00;33.6;0.0;13.4;-1;Clear;1
161271;42daf100f964a52035261fe3;2018-07-10 19:42:00-04:00;31.3;0.0;9.5;-1;Partially cloudy;1
161271;42893400f964a52054231fe3;2018-07-10 20:59:00-04:00;30.8;0.0;9.1;-1;Partially cloudy;1
15018;4ad78220f964a520960b21e3;2018-07-10 21:06:00-04:00;30.8;0.0;9.1;-1;Partially cloudy;1
264868;42893400f964a52054231fe3;2018-07-10 21:19:00-04:00;30.8;0.0;9.1;-1;Partially cloudy;1
161271;431f7f00f964a52085271fe3;2018-07-10 22:43:00-04:00;28.7;0.0;6.9;-1;Partially cloudy;1
15018;4b3abe48f964a520b96d25e3;2018-07-10 23:27:00-04:00;28.7;0.0;6.9;-1;Partially cloudy;2
161271;4ec4407382313b672fccf581;2018-07-11 01:00:00-04:00;27.5;0.0;6.8;-1;Partially cloudy;1
161271;521cad4011d2a9c6e2c198ae;2018-07-11 12:44:00-04:00;29.2;0.0;21.2;-1;Clear;1
15018;55f0b6b0498e1b4c64e412aa;2018-07-11 16:23:00-04:00;30.6;0.0;16.9;-1;Partially cloudy;1
134006;4bcf9774a8b3a5939497625f;2018-07-11 16:59:00-04:00;29.1;0.0;9.0;-1;Overcast;1
84448;52ad100d498eb6c1fda53c28;2018-07-11 17:52:00-04:00;27.0;0.0;6.4;-1;Partially cloudy;1
84448;4a455daff964a52014a81fe3;2018-07-11 22:00:00-04:00;23.9;0.0;4.0;-1;Overcast;1
53969;590cdab82079555d29bdcac3;2018-07-11 22:54:00-04:00;23.6;0.0;2.9;-1;Overcast;1
161271;545c0436498e798e22ce4b2a;2018-07-11 22:57:00-04:00;23.6;0.0;2.9;-1;Overcast;1
186952;5201a363498ed3d5217949ba;2018-07-12 14:57:00-04:00;28.0;0.0;2.1;-1;Partially cloudy;1
264868;4a675deef964a52045c91fe3;2018-07-12 17:44:00-04:00;26.2;0.0;9.1;-1;Partially cloudy;1
95265;59d2c4ec1f8ed658b1f4fb03;2018-07-13 00:08:00-04:00;22.4;0.0;2.9;-1;Clear;1
26104;4b5b993ff964a520ee0929e3;2018-07-13 01:03:00-04:00;22.4;0.0;6.5;-1;Clear;1
7712;4f3573ab754abbd0219cb7b5;2018-07-13 01:30:00-04:00;22.4;0.0;6.5;-1;Clear;1
49379;522664d311d2cee66613afbc;2018-07-13 16:40:00-04:00;27.6;0.0;11.3;-1;Clear;2
18117;56560a58498ea43ab5ffb24d;2018-07-13 21:08:00-04:00;24.3;0.0;6.7;-1;Clear;1
18117;4555bea7f964a520253d1fe3;2018-07-13 21:38:00-04:00;24.0;0.0;10.3;-1;Clear;1
278676;515abd65e4b08eda86b30e6e;2018-07-14 00:47:00-04:00;22.7;0.0;10.7;-1;Clear;1
15018;4aabc152f964a520f15920e3;2018-07-14 00:58:00-04:00;22.7;0.0;10.7;-1;Clear;1
68997;47111950f964a5209e4b1fe3;2018-07-14 03:01:00-04:00;22.8;0.0;8.2;-1;Clear;1
128822;4a9eb0e7f964a520e43a20e3;2018-07-14 18:39:00-04:00;31.1;0.0;14.3;-1;Partially cloudy;1
213805;55242cee498ef7f875331242;2018-07-14 18:58:00-04:00;31.1;0.0;14.3;-1;Partially cloudy;1
18853;4b6b5abff964a520fb022ce3;2018-07-14 20:05:00-04:00;30.6;0.0;15.4;-1;Partially cloudy;1
128822;4b0c37f8f964a5201c3923e3;2018-07-14 21:07:00-04:00;29.6;0.0;12.5;-1;Partially cloudy;1
122273;5b2819b1c876c8002cabbadc;2018-07-14 21:14:00-04:00;29.6;0.0;12.5;-1;Partially cloudy;1
152447;4b6b5abff964a520fb022ce3;2018-07-14 21:18:00-04:00;29.6;0.0;12.5;-1;Partially cloudy;1
152447;4eb90d85722e09311d356915;2018-07-14 21:37:00-04:00;29.3;0.0;11.3;-1;Clear;1
229195;53ecff6c498e4189764e35ec;2018-07-15 00:16:00-04:00;27.9;0.0;7.7;-1;Partially cloudy;1
8296;50fb43f5e4b020b55da8a766;2018-07-15 00:19:00-04:00;27.9;0.0;7.7;-1;Partially cloudy;1
8296;55907c16498e6019fd1c14c1;2018-07-15 00:39:00-04:00;21.7;7.618;3.5;rain;Rain, Overcast;1
150479;42daf100f964a52035261fe3;2018-07-15 00:45:00-04:00;21.7;7.618;3.5;rain;Rain, Overcast;1
150479;5467ceec498e1b95c0575e73;2018-07-15 00:50:00-04:00;21.7;7.618;3.5;rain;Rain, Overcast;1
106782;5419c024498e81544e23eee9;2018-07-15 01:29:00-04:00;21.7;7.618;3.5;rain;Rain, Overcast;1
70984;578692f4498e1054905dbde7;2018-07-15 03:21:00-04:00;22.0;0.325;5.8;rain;Rain, Overcast;1
357681;4a149749f964a52055781fe3;2018-07-15 15:31:00-04:00;27.3;0.0;9.5;-1;Partially cloudy;1
152447;4c35de72452620a1ba5d270f;2018-07-15 15:39:00-04:00;27.3;0.0;9.5;-1;Partially cloudy;1
152447;42893400f964a52054231fe3;2018-07-15 16:13:00-04:00;27.3;0.0;9.5;-1;Partially cloudy;1
278479;4b40cf3df964a5206bbb25e3;2018-07-15 16:34:00-04:00;28.6;0.0;7.9;-1;Partially cloudy;1
381449;49f220a3f964a520ee691fe3;2018-07-15 17:13:00-04:00;28.6;0.0;7.9;-1;Partially cloudy;1
152447;4a44cd95f964a5208fa71fe3;2018-07-15 17:52:00-04:00;28.7;0.0;11.0;-1;Partially cloudy;1
357681;4b929790f964a5209a0734e3;2018-07-15 17:54:00-04:00;28.7;0.0;11.0;-1;Partially cloudy;1
278479;4b996536f964a520467835e3;2018-07-15 18:05:00-04:00;28.7;0.0;11.0;-1;Partially cloudy;1
95265;45697387f964a520e53d1fe3;2018-07-15 18:12:00-04:00;28.7;0.0;11.0;-1;Partially cloudy;1
213288;57c43c98498e2696b402a527;2018-07-15 18:50:00-04:00;27.8;0.0;10.8;-1;Clear;1
381449;4ad35d08f964a520fae320e3;2018-07-15 18:53:00-04:00;27.8;0.0;10.8;-1;Clear;1
373677;4ba4215ff964a5208f8438e3;2018-07-15 19:30:00-04:00;27.8;0.0;10.8;-1;Clear;1
71211;49e7ce15f964a5201d651fe3;2018-07-15 20:29:00-04:00;27.5;0.0;12.1;-1;Clear;1
217332;509fd01de4b070da0a9d3c24;2018-07-15 21:24:00-04:00;27.0;0.0;8.1;-1;Clear;1
209863;4a6b17bff964a520fdcd1fe3;2018-07-15 22:07:00-04:00;26.6;0.0;5.0;-1;Clear;1
95265;48d395f7f964a520f7511fe3;2018-07-15 22:58:00-04:00;26.2;0.0;6.8;-1;Clear;1
67516;4b6b5abff964a520fb022ce3;2018-07-16 06:16:00-04:00;24.5;0.0;2.4;-1;Clear;1
175471;51b07bbb498ef4badd279fe8;2018-07-16 10:41:00-04:00;30.1;0.0;6.0;-1;Clear;1
95265;4c7d4f1b8da18cfa1afc9ece;2018-07-16 16:09:00-04:00;31.1;0.0;24.7;-1;Partially cloudy;1
95265;4b6b5abff964a520fb022ce3;2018-07-16 17:23:00-04:00;30.4;0.0;13.8;-1;Partially cloudy;1
290044;4b2ac07af964a520ecae24e3;2018-07-16 21:28:00-04:00;28.3;0.0;8.3;-1;Partially cloudy;1
290044;5074abbc5262942a6abb84ae;2018-07-16 21:42:00-04:00;28.5;0.0;5.3;-1;Partially cloudy;1
290044;5547ffe8498ec8a2c668a412;2018-07-16 21:53:00-04:00;28.5;0.0;5.3;-1;Partially cloudy;1
213288;58c1f3e97a8f044c6ea8934b;2018-07-16 23:48:00-04:00;28.0;0.0;12.2;-1;Clear;1
19476;4a718a5af964a52041d91fe3;2018-07-17 14:09:00-04:00;30.4;0.0;13.8;-1;Partially cloudy;1
187662;4c35de72452620a1ba5d270f;2018-07-17 15:26:00-04:00;22.1;19.595;32.3;rain;Rain, Overcast;1
330273;5afe1a97c62b49002c806600;2018-07-17 16:42:00-04:00;22.4;1.879;1.2;rain;Rain, Overcast;1
70745;4e345b98d22d86185a608ab8;2018-07-17 17:11:00-04:00;22.4;1.879;1.2;rain;Rain, Overcast;1
19476;4dadcb124df0522cc5622202;2018-07-17 18:07:00-04:00;22.7;3.305;4.7;rain;Rain, Overcast;1
86298;4a01ee7bf964a52010711fe3;2018-07-17 22:15:00-04:00;22.6;0.0;7.9;-1;Overcast;1
3545;4f0cddf6e4b0dd892fd87c03;2018-07-17 22:35:00-04:00;22.7;0.0;16.9;-1;Overcast;1
86298;551c8be7498e3ebc8f1d0075;2018-07-17 23:24:00-04:00;22.7;0.0;16.9;-1;Overcast;1
86298;5accb33d2c7eb96824340d53;2018-07-18 00:08:00-04:00;22.3;0.0;5.6;-1;Partially cloudy;1
181752;4a6dea38f964a52052d31fe3;2018-07-18 13:00:00-04:00;28.3;0.0;28.5;-1;Partially cloudy;1
181752;49d14433f964a5206c5b1fe3;2018-07-18 16:35:00-04:00;28.2;0.0;12.8;-1;Partially cloudy;1
290044;4eb90d85722e09311d356915;2018-07-18 19:46:00-04:00;27.1;0.0;9.0;-1;Clear;1
290044;4a8d57e7f964a5207c0f20e3;2018-07-18 20:21:00-04:00;27.1;0.0;9.0;-1;Clear;1
290044;4a675deef964a52045c91fe3;2018-07-18 20:36:00-04:00;26.3;0.0;9.6;-1;Clear;1
122499;4eb90d85722e09311d356915;2018-07-19 17:53:00-04:00;26.2;0.0;16.9;-1;Clear;1
163596;42daf100f964a52035261fe3;2018-07-19 20:54:00-04:00;23.3;0.0;6.7;-1;Clear;1
163596;4165d880f964a5207e1d1fe3;2018-07-19 20:59:00-04:00;23.3;0.0;6.7;-1;Clear;1
193579;4a15a2e8f964a520a9781fe3;2018-07-19 21:12:00-04:00;23.3;0.0;6.7;-1;Clear;1
166286;55387c1b498e4eca6482f4f5;2018-07-19 21:24:00-04:00;23.3;0.0;6.7;-1;Clear;1
82647;4a7e3d0cf964a52088f11fe3;2018-07-20 01:05:00-04:00;22.0;0.0;3.9;-1;Clear;1
75254;4b996536f964a520467835e3;2018-07-20 01:28:00-04:00;22.0;0.0;3.9;-1;Clear;1
75254;558a03b5498eaa58d8dc5014;2018-07-20 02:00:00-04:00;21.9;0.0;3.3;-1;Clear;1
93051;4b6b5abff964a520fb022ce3;2018-07-20 14:30:00-04:00;27.7;0.0;18.4;-1;Partially cloudy;1
93051;5018507fe4b03a729d0b40f9;2018-07-20 16:50:00-04:00;26.3;0.0;10.3;-1;Partially cloudy;1
166038;5787b68e498efcabbebba4f8;2018-07-20 18:31:00-04:00;24.4;0.0;12.6;-1;Partially cloudy;1
260169;4165d880f964a5207e1d1fe3;2018-07-20 21:38:00-04:00;22.4;0.0;7.8;-1;Partially cloudy;1
141106;4b3abe48f964a520b96d25e3;2018-07-20 22:31:00-04:00;22.6;0.0;8.5;-1;Partially cloudy;19
221880;42055e00f964a5206e1f1fe3;2018-07-20 23:38:00-04:00;21.8;0.0;7.8;-1;Partially cloudy;1
303540;4baae71df964a520118d3ae3;2018-07-21 00:53:00-04:00;22.0;0.0;11.5;-1;Partially cloudy;1
118965;5058f3f3e4b0e7b3d5579161;2018-07-21 16:51:00-04:00;23.3;0.0;17.5;-1;Partially cloudy;1
23790;501d3c31e4b0c3028609cc2b;2018-07-21 17:07:00-04:00;23.3;0.0;17.5;-1;Partially cloudy;1
381500;4b6b5abff964a520fb022ce3;2018-07-21 20:18:00-04:00;21.2;0.08;22.5;rain;Rain, Overcast;1
115304;52eddc12498e40bb655e0d7a;2018-07-21 22:02:00-04:00;18.7;3.017;15.6;rain;Rain, Overcast;1
274186;5ab51b6aa4b51b3dc096ed68;2018-07-21 23:21:00-04:00;19.2;3.891;17.4;rain;Rain, Overcast;1
197798;52eddc12498e40bb655e0d7a;2018-07-22 00:01:00-04:00;19.9;3.566;13.6;rain;Rain, Overcast;1
381500;510ad6e2e4b0a2ecec03b322;2018-07-22 03:25:00-04:00;22.6;2.39;38.4;rain;Rain, Overcast;1
209400;515abd65e4b08eda86b30e6e;2018-07-22 14:19:00-04:00;26.4;0.0;11.0;-1;Overcast;1
381500;50ca02c7245f2d4aa8c2cc9b;2018-07-22 14:52:00-04:00;26.2;0.0;14.0;-1;Overcast;1
351369;579c12cd498e6e815b3acf50;2018-07-22 16:41:00-04:00;25.1;0.0;14.0;-1;Overcast;1
206772;4cccb964c9b8468815d4bec3;2018-07-22 17:28:00-04:00;25.1;0.0;14.0;-1;Overcast;1
75254;559ecd00498e965ccd39ea9f;2018-07-22 17:30:00-04:00;25.1;0.0;14.0;-1;Overcast;1
75254;4bc72ae7af07a593909c7e2d;2018-07-22 17:52:00-04:00;24.7;0.126;10.4;rain;Rain, Overcast;1
332137;4abe7f9ef964a520068e20e3;2018-07-22 18:37:00-04:00;24.0;6.993;20.0;rain;Rain, Overcast;1
141106;4ad78220f964a520960b21e3;2018-07-22 19:02:00-04:00;24.0;6.993;20.0;rain;Rain, Overcast;3
375812;3fd66200f964a52044e91ee3;2018-07-22 20:11:00-04:00;23.8;0.115;14.2;rain;Rain, Overcast;1
236906;52ad100d498eb6c1fda53c28;2018-07-22 20:39:00-04:00;24.5;3.832;16.6;rain;Rain, Overcast;1
375812;534812c9498ea391fbd552eb;2018-07-22 20:41:00-04:00;24.5;3.832;16.6;rain;Rain, Overcast;2
25735;4cdac798d6656a315f36fc3e;2018-07-22 21:45:00-04:00;23.9;0.477;10.2;rain;Rain, Overcast;1
252175;42daf100f964a52035261fe3;2018-07-23 17:46:00-04:00;26.8;0.0;13.7;-1;Overcast;1
252175;42893400f964a52054231fe3;2018-07-23 19:12:00-04:00;25.9;0.0;13.5;-1;Overcast;1
98981;4ee3cf579a52c1dad9af95b5;2018-07-23 22:03:00-04:00;25.1;0.0;11.3;-1;Overcast;1
98981;543f4360498e97a8ddd4b878;2018-07-24 00:22:00-04:00;25.1;0.0;12.5;-1;Overcast;1
145050;5a216eb632b61d1112506754;2018-07-24 14:08:00-04:00;27.8;0.0;20.9;-1;Partially cloudy;1
7712;4bcdb0448920b7137312a0dc;2018-07-24 22:35:00-04:00;25.1;0.0;12.2;-1;Overcast;1
377850;3fd66200f964a520b2ea1ee3;2018-07-24 23:10:00-04:00;25.1;0.0;12.2;-1;Overcast;1
98536;4a58f59ef964a5204eb81fe3;2018-07-25 00:03:00-04:00;25.1;0.0;21.3;-1;Overcast;1
7712;57b4d7d7498e0b675b71f653;2018-07-25 00:51:00-04:00;25.1;0.0;12.5;-1;Overcast;1
97268;547dc381498ec37f84f01439;2018-07-26 17:53:00-04:00;28.8;0.0;7.7;-1;Partially cloudy;1
232192;559ecd00498e965ccd39ea9f;2018-07-26 19:13:00-04:00;28.5;0.0;7.5;-1;Partially cloudy;1
143269;4a6e331af964a52031d41fe3;2018-07-26 20:30:00-04:00;28.3;0.0;5.8;-1;Partially cloudy;2
23390;518455a0498e0b8ab38ed574;2018-07-26 21:46:00-04:00;28.2;0.0;10.2;-1;Clear;1
175542;4ad78220f964a520960b21e3;2018-07-26 22:08:00-04:00;28.2;0.0;10.2;-1;Clear;1
232192;4b40cf3df964a5206bbb25e3;2018-07-26 22:19:00-04:00;28.2;0.0;10.2;-1;Clear;1
232192;4bcf9774a8b3a5939497625f;2018-07-26 22:31:00-04:00;27.4;0.0;8.0;-1;Clear;1
175542;5984eeb39be522744003dee5;2018-07-26 22:42:00-04:00;27.4;0.0;8.0;-1;Clear;1
175542;4b6b5abff964a520fb022ce3;2018-07-26 22:49:00-04:00;27.4;0.0;8.0;-1;Clear;1
175542;515abd65e4b08eda86b30e6e;2018-07-26 23:46:00-04:00;26.9;0.0;8.5;-1;Partially cloudy;1
93266;4b829e60f964a52007db30e3;2018-07-27 01:23:00-04:00;26.5;0.0;9.9;-1;Partially cloudy;1
376414;4d03ae3437036dcbfba10bfb;2018-07-27 04:08:00-04:00;25.4;0.0;8.4;-1;Clear;1
23591;4ec4407382313b672fccf581;2018-07-27 22:20:00-04:00;21.9;1.948;2.3;rain;Rain, Overcast;1
183423;40f1d480f964a5205b0a1fe3;2018-07-28 15:16:00-04:00;29.0;0.0;3.8;-1;Partially cloudy;1
53969;5a04f7ee065ef54fbd6ea4da;2018-07-28 16:58:00-04:00;29.5;0.0;6.2;-1;Partially cloudy;1
146801;4a2d2073f964a52083971fe3;2018-07-28 17:20:00-04:00;29.5;0.0;6.2;-1;Partially cloudy;1
366785;5771fda2498e387fcf93d765;2018-07-28 18:11:00-04:00;28.2;0.0;9.3;-1;Partially cloudy;1
262004;56b536df498e79d32247a3d1;2018-07-28 18:26:00-04:00;28.2;0.0;9.3;-1;Partially cloudy;1
146113;551c38fb498e667476a42e53;2018-07-28 21:43:00-04:00;27.1;0.0;9.0;-1;Clear;1
