trail_id;user_id;venue_id;timestamp;temp;precip;windspeed;preciptype;conditions
19392;971;4db3374590a0843f295fb69b;2017-10-14 02:08:00-04:00;16.8;0.0;9.8;;Partially cloudy
19393;971;59777632a0215b656ce48629;2017-10-14 19:59:00-04:00;21.3;0.0;7.4;;Overcast
19393;971;57fe5fb9498e0dfb586bfe58;2017-10-14 22:20:00-04:00;20.4;0.0;0.0;;Overcast
23643;1167;52c5e4dd498e975917e6221f;2017-10-04 13:03:00-04:00;22.0;0.0;11.4;;Clear
23643;1167;4b78360df964a520a7bc2ee3;2017-10-05 05:31:00-04:00;18.4;0.0;11.0;;Partially cloudy
23643;1167;4c35de72452620a1ba5d270f;2017-10-05 13:05:00-04:00;26.8;0.0;12.9;;Partially cloudy
23643;1167;42893400f964a52054231fe3;2017-10-05 14:04:00-04:00;27.2;0.0;14.8;;Partially cloudy
23643;1167;4a44cd95f964a5208fa71fe3;2017-10-05 14:59:00-04:00;27.5;0.0;10.4;;Partially cloudy
23643;1167;4a675deef964a52045c91fe3;2017-10-05 16:59:00-04:00;27.6;0.0;20.5;;Partially cloudy
23643;1167;4ae8fd76f964a520e1b321e3;2017-10-06 02:55:00-04:00;21.3;0.0;3.4;;Partially cloudy
23643;1167;54f9d808498eaa73550d399c;2017-10-06 03:05:00-04:00;21.3;0.0;3.4;;Partially cloudy
25608;1257;55b7dd92498e88a1ea18d3f8;2017-10-03 14:59:00-04:00;20.4;0.0;9.8;;Clear
25611;1257;3fd66200f964a520a0e61ee3;2017-10-09 23:13:00-04:00;24.9;0.0;14.2;;Partially cloudy
26885;1340;501d3c31e4b0c3028609cc2b;2018-08-26 17:36:00-04:00;27.4;0.0;15.3;;Overcast
26886;1340;3fd66200f964a5202ce71ee3;2018-09-07 01:31:00-04:00;23.9;0.0;4.7;;Partially cloudy
30134;1485;5a02358350a6f00537bba695;2017-12-21 02:01:00-05:00;1.2;0.0;18.4;;Clear
30153;1485;3fd66200f964a520e6e81ee3;2018-04-29 00:02:00-04:00;12.1;0.3;6.1;rain;Rain, Overcast
30153;1485;4ad35d08f964a520fae320e3;2018-04-29 00:55:00-04:00;11.9;0.268;2.1;rain;Rain, Overcast
32803;1571;4bc7ab4c14d79521c6e367e9;2017-12-24 19:26:00-05:00;3.4;0.0;16.7;;Overcast
32804;1571;4bc7ab4c14d79521c6e367e9;2017-12-27 03:20:00-05:00;-6.1;0.0;11.1;;Overcast
41335;1903;4bc743d68b7c9c74df1536cf;2017-11-25 19:08:00-05:00;13.4;0.0;20.7;;Partially cloudy
58889;2743;4bac00a1f964a52025dd3ae3;2017-12-23 20:57:00-05:00;7.5;0.0;13.5;;Partially cloudy
58898;2743;3fd66200f964a52070e91ee3;2018-01-15 03:28:00-05:00;-8.8;0.0;13.5;;Partially cloudy
64227;3015;4c35de72452620a1ba5d270f;2018-06-23 19:38:00-04:00;18.9;0.0;3.0;;Overcast
64227;3015;593ff60bdd12f81d39923b41;2018-06-23 21:38:00-04:00;18.8;0.0;3.0;;Overcast
64229;3015;4b40cf3df964a5206bbb25e3;2018-06-26 16:09:00-04:00;24.0;0.0;12.2;;Partially cloudy
64229;3015;4a871eb2f964a520b20220e3;2018-06-26 17:41:00-04:00;23.0;0.0;19.5;;Partially cloudy
64896;3054;4a0c627df964a52028751fe3;2018-01-31 22:43:00-05:00;-0.1;0.0;21.6;;Partially cloudy
64896;3054;52eddc12498e40bb655e0d7a;2018-02-01 01:34:00-05:00;0.8;0.0;5.9;;Partially cloudy
64898;3054;4a5bbb14f964a520b3bb1fe3;2018-02-10 04:40:00-05:00;4.8;0.0;4.5;;Overcast
70742;3284;3fd66200f964a52095e61ee3;2017-10-28 22:27:00-04:00;17.7;0.0;7.0;;Partially cloudy
70742;3284;50ca875ce4b03ff32d7dc696;2017-10-28 23:39:00-04:00;18.2;0.0;8.8;;Partially cloudy
75973;3545;4f0cddf6e4b0dd892fd87c03;2018-07-17 22:35:00-04:00;22.7;0.0;16.9;;Overcast
75974;3545;54655d1c498e343fe4e77239;2018-07-28 23:30:00-04:00;26.3;0.0;14.0;;Clear
76959;3589;4eb90d85722e09311d356915;2017-12-11 17:38:00-05:00;3.6;0.0;7.9;;Partially cloudy
76971;3589;59987406603d2a70195e62e1;2018-04-01 21:12:00-04:00;9.0;0.0;15.7;rain;Partially cloudy
78644;3662;4bc24023461576b056237d32;2017-11-03 15:18:00-04:00;23.2;0.0;12.5;;Partially cloudy
78699;3662;5400dc65498e3831aab00327;2018-05-12 15:12:00-04:00;14.5;0.0;9.2;;Overcast
78705;3662;5400dc65498e3831aab00327;2018-05-25 00:35:00-04:00;20.8;0.0;9.9;;Clear
78705;3662;5227e38d11d20c833c575320;2018-05-25 02:02:00-04:00;20.6;0.0;13.4;;Clear
78708;3662;5400dc65498e3831aab00327;2018-06-07 22:07:00-04:00;16.8;0.0;9.1;;Partially cloudy
78716;3662;5400dc65498e3831aab00327;2018-06-29 01:08:00-04:00;24.2;0.0;3.3;;Clear
78720;3662;5400dc65498e3831aab00327;2018-07-13 00:01:00-04:00;22.4;0.0;2.9;;Clear
78722;3662;522664d311d2cee66613afbc;2018-07-29 18:08:00-04:00;27.3;0.0;10.9;;Partially cloudy
78724;3662;5400dc65498e3831aab00327;2018-08-03 02:06:00-04:00;24.6;0.0;3.0;;Partially cloudy
78727;3662;5400dc65498e3831aab00327;2018-08-17 01:38:00-04:00;27.8;0.0;10.7;;Clear
78728;3662;4bcf4cfe9854d13a18caf54d;2018-08-17 19:01:00-04:00;28.9;0.0;14.3;;Partially cloudy
83018;3880;509fd01de4b070da0a9d3c24;2017-10-03 15:59:00-04:00;19.6;0.0;8.6;;Clear
83022;3880;509fd01de4b070da0a9d3c24;2017-10-07 19:49:00-04:00;23.0;0.0;14.5;;Clear
83024;3880;509fd01de4b070da0a9d3c24;2017-10-14 22:18:00-04:00;20.4;0.0;0.0;;Overcast
87976;4092;4af5fb3af964a520c4ff21e3;2018-04-22 19:04:00-04:00;13.8;0.0;15.2;;Clear
87978;4092;521cad4011d2a9c6e2c198ae;2018-04-26 19:42:00-04:00;18.6;0.0;12.2;;Clear
93144;4326;4eb90d85722e09311d356915;2017-12-27 15:11:00-05:00;-4.3;0.0;13.7;;Clear
93144;4326;4b6b5abff964a520fb022ce3;2017-12-27 16:01:00-05:00;-4.2;0.0;16.0;;Clear
93144;4326;5362a2ae498e3b18c22334be;2017-12-27 19:20:00-05:00;-6.0;0.0;17.5;;Clear
93684;4338;54cad0b2498ea68d80401cbd;2018-06-09 21:49:00-04:00;22.6;0.0;2.1;;Partially cloudy
93887;4352;4bc21f2bb492d13af4ffa660;2018-03-09 23:21:00-05:00;2.0;0.0;16.0;;Clear
94825;4388;5355a5ca498e506aae75edb7;2017-10-20 16:36:00-04:00;22.7;0.0;16.0;;Clear
94828;4388;4cf9b6072d80a1439bf13fd8;2017-11-02 16:30:00-04:00;21.9;0.0;7.1;;Clear
94834;4388;4b59e21df964a520209e28e3;2017-11-15 18:18:00-05:00;9.2;0.0;13.3;;Partially cloudy
94834;4388;4c9d89017ada199cf0a493bc;2017-11-15 22:31:00-05:00;9.8;0.0;9.1;;Partially cloudy
94834;4388;4a4a9f62f964a52003ac1fe3;2017-11-15 23:54:00-05:00;10.7;0.0;10.7;;Overcast
95916;4446;4c3665a93849c928b900bcb1;2017-10-03 18:54:00-04:00;16.6;0.0;9.9;;Clear
95917;4446;4c3665a93849c928b900bcb1;2017-10-04 13:17:00-04:00;22.0;0.0;11.4;;Clear
95919;4446;4c07e45e6071a5936660db32;2017-10-06 17:39:00-04:00;23.8;0.0;9.4;;Clear
95923;4446;4bdb4c1563c5c9b694402768;2017-10-10 19:11:00-04:00;24.7;0.0;4.6;;Clear
95923;4446;4c3665a93849c928b900bcb1;2017-10-10 19:56:00-04:00;24.3;0.0;4.8;;Clear
95926;4446;4c3665a93849c928b900bcb1;2017-10-13 20:17:00-04:00;17.5;0.0;8.9;;Overcast
95929;4446;4c3665a93849c928b900bcb1;2017-10-16 12:30:00-04:00;13.5;0.0;19.0;;Partially cloudy
95931;4446;4c3665a93849c928b900bcb1;2017-10-18 10:31:00-04:00;15.4;0.0;8.0;;Clear
95931;4446;4b9a6aaaf964a5207fb335e3;2017-10-18 16:52:00-04:00;21.4;0.0;11.2;;Clear
95934;4446;4c3665a93849c928b900bcb1;2017-10-23 16:51:00-04:00;21.7;0.0;13.1;;Partially cloudy
95935;4446;4c3665a93849c928b900bcb1;2017-10-24 11:07:00-04:00;23.1;0.0;24.8;;Partially cloudy
95936;4446;4c3665a93849c928b900bcb1;2017-10-25 19:17:00-04:00;17.4;0.0;1.8;;Partially cloudy
95938;4446;4c3665a93849c928b900bcb1;2017-10-27 18:41:00-04:00;14.8;0.0;4.2;;Clear
99161;4588;4b3a50c6f964a520796425e3;2017-10-16 17:28:00-04:00;13.5;0.0;13.6;;Partially cloudy
99161;4588;56c4fa3bcd10a5d646e306a9;2017-10-16 21:01:00-04:00;11.5;0.0;13.8;;Clear
99289;4593;4165d880f964a5207e1d1fe3;2017-12-29 22:46:00-05:00;-7.9;0.0;13.1;;Clear
99469;4610;4eb90d85722e09311d356915;2017-11-25 22:39:00-05:00;11.4;0.0;13.2;;Partially cloudy
100584;4639;4eef9dfe6c25c7f9d47c80b4;2018-06-09 23:29:00-04:00;23.0;0.0;1.2;;Partially cloudy
100584;4639;5377d929498e0cd133758783;2018-06-09 23:31:00-04:00;22.6;0.0;0.0;;Partially cloudy
100933;4652;42daf100f964a52035261fe3;2017-10-06 14:20:00-04:00;27.4;0.0;10.9;;Partially cloudy
100933;4652;4c36228418e72d7f004f14f5;2017-10-06 15:55:00-04:00;26.6;0.0;11.9;;Clear
102115;4706;4165d880f964a5207e1d1fe3;2017-12-30 19:45:00-05:00;-5.6;0.0;19.2;snow;Clear
102115;4706;5984eeb39be522744003dee5;2017-12-30 22:44:00-05:00;-6.1;0.902;17.0;snow;Snow, Partially cloudy
103993;4800;49e74532f964a52081641fe3;2017-11-06 01:24:00-05:00;15.6;0.0;8.0;;Partially cloudy
106927;4933;51b3c734498e2c9c744309e6;2018-03-04 20:52:00-05:00;2.0;0.0;34.8;;Clear
106927;4933;57c640ad498e74977f98372f;2018-03-04 20:54:00-05:00;2.0;0.0;34.8;;Clear
107764;4970;5ad935682f97ec3e4b21e927;2018-04-20 00:39:00-04:00;3.6;0.0;18.7;;Clear
107764;4970;5547ffe8498ec8a2c668a412;2018-04-20 01:54:00-04:00;3.1;0.0;16.9;;Clear
113623;5235;4bfdcd3ae529c928a589bb8c;2017-10-03 15:52:00-04:00;19.6;0.0;8.6;;Clear
113623;5235;4a9eb0e7f964a520e43a20e3;2017-10-03 16:45:00-04:00;18.7;0.0;8.6;;Clear
113625;5235;56fd4c5e498e389de05f8b85;2017-10-06 01:31:00-04:00;21.5;0.0;7.8;;Partially cloudy
113626;5235;53a5f4f0498e1d1f0be9ad8e;2017-10-08 19:45:00-04:00;24.6;0.0;10.9;;Partially cloudy
113626;5235;549dabec498eb47afce47921;2017-10-08 20:24:00-04:00;24.6;0.0;10.9;;Partially cloudy
113628;5235;4aac0035f964a520825b20e3;2017-10-10 17:16:00-04:00;26.6;0.0;9.6;;Clear
113628;5235;57c43c98498e2696b402a527;2017-10-10 17:53:00-04:00;25.6;0.0;5.6;;Clear
113629;5235;4a667506f964a52093c81fe3;2017-10-11 20:45:00-04:00;19.2;0.0;10.5;;Overcast
113629;5235;4e6b7aabb61cc3728e0b96af;2017-10-11 21:00:00-04:00;19.2;0.0;10.5;;Overcast
113630;5235;3fd66200f964a520b1ea1ee3;2017-10-13 04:50:00-04:00;11.2;0.0;13.3;;Partially cloudy
113631;5235;549481f3498e855d5f51cb66;2017-10-13 18:56:00-04:00;17.7;0.0;11.3;;Overcast
113631;5235;49e7ce15f964a5201d651fe3;2017-10-13 20:32:00-04:00;17.3;0.0;9.1;;Partially cloudy
113631;5235;5904e291286fda74dee6d5f9;2017-10-14 00:02:00-04:00;16.9;0.0;8.5;;Partially cloudy
113632;5235;49f50c47f964a520896b1fe3;2017-10-14 18:11:00-04:00;21.5;0.0;1.2;;Partially cloudy
113632;5235;561a8cd8498ed81f4384d0aa;2017-10-14 19:31:00-04:00;21.3;0.0;7.4;;Overcast
113632;5235;57928c69498e1dae12e71019;2017-10-14 20:04:00-04:00;21.3;0.0;7.4;;Overcast
113633;5235;56fd4c5e498e389de05f8b85;2017-10-15 20:04:00-04:00;20.8;0.0;11.6;;Overcast
113637;5235;49e7ce15f964a5201d651fe3;2017-10-20 18:50:00-04:00;20.6;0.0;10.3;;Clear
113637;5235;56fd4c5e498e389de05f8b85;2017-10-20 23:55:00-04:00;17.9;0.0;8.4;;Clear
113638;5235;4a5a1de7f964a520bcb91fe3;2017-10-22 18:03:00-04:00;19.7;0.0;16.6;;Partially cloudy
113638;5235;5945575cf62e090a3b220883;2017-10-22 19:04:00-04:00;18.7;0.0;7.3;;Partially cloudy
113638;5235;59346c72603d2a55fc344b20;2017-10-22 20:12:00-04:00;18.3;0.0;9.4;;Partially cloudy
113638;5235;59d7799486f4cc7f7d35d325;2017-10-22 20:37:00-04:00;18.0;0.0;8.7;;Partially cloudy
113638;5235;54ad49af498e3a16f0ec29f8;2017-10-22 21:17:00-04:00;18.0;0.0;8.7;;Partially cloudy
113639;5235;549481f3498e855d5f51cb66;2017-10-23 18:54:00-04:00;20.9;0.0;21.3;;Partially cloudy
113640;5235;49e7ce15f964a5201d651fe3;2017-10-24 18:43:00-04:00;20.3;0.0;18.0;;Overcast
113640;5235;57c871ca498ecc3fd7379718;2017-10-24 21:20:00-04:00;19.8;0.18;8.3;rain;Rain, Overcast
113641;5235;57b49df2498e4991755e961f;2017-10-25 21:24:00-04:00;16.5;0.0;6.6;;Partially cloudy
113641;5235;53ab0af5498e13bffddb8d96;2017-10-25 21:41:00-04:00;16.5;0.0;5.6;;Partially cloudy
113642;5235;51b1bfad498e29a54a7fb5ef;2017-10-26 20:44:00-04:00;12.0;0.0;16.1;;Clear
113642;5235;53a5f4f0498e1d1f0be9ad8e;2017-10-26 21:00:00-04:00;12.0;0.0;16.1;;Clear
113643;5235;549481f3498e855d5f51cb66;2017-10-27 21:11:00-04:00;14.1;0.0;8.0;;Clear
113644;5235;57928c69498e1dae12e71019;2017-10-28 21:08:00-04:00;17.9;0.0;11.8;;Partially cloudy
113644;5235;49b87b8cf964a52044531fe3;2017-10-29 02:24:00-04:00;18.3;0.0;14.0;;Overcast
113645;5235;549481f3498e855d5f51cb66;2017-10-30 20:16:00-04:00;11.8;0.0;12.6;;Clear
113645;5235;56fd4c5e498e389de05f8b85;2017-10-31 03:52:00-04:00;10.1;0.0;11.9;;Overcast
113647;5235;549481f3498e855d5f51cb66;2017-11-01 19:22:00-04:00;13.5;0.0;12.1;;Overcast
113648;5235;4ff8eb10e4b01ead02ed30c2;2017-11-02 17:56:00-04:00;20.6;0.0;12.1;;Clear
113648;5235;57928c69498e1dae12e71019;2017-11-02 18:17:00-04:00;20.6;0.0;12.1;;Clear
113651;5235;49e7ce15f964a5201d651fe3;2017-11-10 03:27:00-05:00;9.0;0.0;13.2;;Clear
113652;5235;549dabec498eb47afce47921;2017-11-10 21:16:00-05:00;-2.8;0.0;19.5;;Clear
113653;5235;4a4115a8f964a520c0a41fe3;2017-11-11 21:40:00-05:00;1.4;0.0;6.3;;Partially cloudy
113653;5235;53a5f4f0498e1d1f0be9ad8e;2017-11-11 22:04:00-05:00;1.4;0.0;6.3;;Partially cloudy
113654;5235;4555bea7f964a520253d1fe3;2017-11-13 20:38:00-05:00;5.7;0.0;11.8;;Clear
113654;5235;49e7ce15f964a5201d651fe3;2017-11-13 21:36:00-05:00;5.1;0.0;9.2;;Clear
113654;5235;49bc3b0af964a52020541fe3;2017-11-14 00:39:00-05:00;4.3;0.0;8.3;;Clear
113655;5235;53ab0af5498e13bffddb8d96;2017-11-14 20:50:00-05:00;5.5;0.0;12.7;;Partially cloudy
113655;5235;4e6b7aabb61cc3728e0b96af;2017-11-14 21:06:00-05:00;5.5;0.0;12.7;;Partially cloudy
113655;5235;4dda977ad22d38ef4332c419;2017-11-15 01:53:00-05:00;4.4;0.0;12.4;;Overcast
113655;5235;49e7ce15f964a5201d651fe3;2017-11-15 02:15:00-05:00;4.4;0.0;12.4;;Overcast
113656;5235;49f50c47f964a520896b1fe3;2017-11-16 18:59:00-05:00;9.5;0.0;23.1;;Clear
113656;5235;49ee25b6f964a5202b681fe3;2017-11-16 21:32:00-05:00;8.1;0.0;22.0;;Partially cloudy
113657;5235;44acde31f964a52013351fe3;2017-11-17 19:48:00-05:00;5.7;0.0;15.5;;Clear
113657;5235;3fd66200f964a520e7e51ee3;2017-11-18 01:43:00-05:00;2.9;0.0;6.6;;Clear
113657;5235;56fd4c5e498e389de05f8b85;2017-11-18 08:25:00-05:00;4.0;0.0;0.0;;Partially cloudy
113658;5235;49ee25b6f964a5202b681fe3;2017-11-21 17:40:00-05:00;12.1;0.0;2.1;;Partially cloudy
113658;5235;4a5a1de7f964a520bcb91fe3;2017-11-22 04:49:00-05:00;12.1;0.0;1.7;;Partially cloudy
113659;5235;49e7ce15f964a5201d651fe3;2017-11-27 22:29:00-05:00;5.3;0.0;12.8;;Partially cloudy
113659;5235;4dda977ad22d38ef4332c419;2017-11-28 00:20:00-05:00;4.4;0.0;7.7;;Clear
113660;5235;57c43c98498e2696b402a527;2017-11-28 20:10:00-05:00;11.5;0.0;12.5;;Clear
113660;5235;59346c72603d2a55fc344b20;2017-11-28 20:43:00-05:00;11.2;0.0;17.2;;Clear
113660;5235;53ab0af5498e13bffddb8d96;2017-11-28 21:30:00-05:00;11.2;0.0;17.2;;Clear
113660;5235;49e7ce15f964a5201d651fe3;2017-11-29 00:08:00-05:00;10.4;0.0;11.3;;Clear
113664;5235;53ab0af5498e13bffddb8d96;2017-12-09 23:47:00-05:00;-0.7;0.0;11.5;rain,snow;Partially cloudy
113666;5235;53ab0af5498e13bffddb8d96;2017-12-18 13:17:00-05:00;5.6;0.0;9.8;;Partially cloudy
113667;5235;4bfdcd3ae529c928a589bb8c;2017-12-20 01:01:00-05:00;10.1;0.0;22.6;;Clear
113668;5235;49f50c47f964a520896b1fe3;2017-12-20 23:57:00-05:00;1.4;0.0;12.6;;Clear
113669;5235;49ee25b6f964a5202b681fe3;2017-12-21 23:53:00-05:00;2.8;0.0;3.7;;Partially cloudy
113670;5235;53ab0af5498e13bffddb8d96;2017-12-24 01:11:00-05:00;4.4;0.0;17.4;;Clear
113673;5235;56fd4c5e498e389de05f8b85;2018-01-01 06:59:00-05:00;-13.8;0.0;18.4;;Clear
113674;5235;53ab0af5498e13bffddb8d96;2018-01-01 19:43:00-05:00;-8.2;0.0;14.7;;Clear
113674;5235;564a86c8498ea245a802f0d1;2018-01-01 20:31:00-05:00;-8.3;0.0;11.6;;Clear
113676;5235;56fd4c5e498e389de05f8b85;2018-01-03 20:18:00-05:00;-2.2;0.0;2.6;snow;Partially cloudy
113677;5235;57b77dd8498e2dc8c17f94c2;2018-01-06 19:21:00-05:00;-12.0;0.0;21.3;;Clear
113677;5235;49ee25b6f964a5202b681fe3;2018-01-06 20:10:00-05:00;-12.6;0.0;22.5;;Clear
113678;5235;4a6fa0abf964a520a4d61fe3;2018-01-07 21:12:00-05:00;-7.8;0.0;13.0;;Overcast
113678;5235;4a01ee7bf964a52010711fe3;2018-01-07 21:22:00-05:00;-7.8;0.0;13.0;;Overcast
113678;5235;49e7ce15f964a5201d651fe3;2018-01-07 23:31:00-05:00;-8.2;0.0;16.6;;Overcast
113678;5235;49bc3b0af964a52020541fe3;2018-01-08 02:20:00-05:00;-7.6;0.0;15.0;;Overcast
113682;5235;4a1dd407f964a5209c7b1fe3;2018-01-11 21:51:00-05:00;8.2;0.0;7.0;;Partially cloudy
113682;5235;4a73515ef964a5201edc1fe3;2018-01-12 00:14:00-05:00;8.7;0.0;5.4;;Overcast
113684;5235;5a35edc9c0f16360b91621fe;2018-01-15 05:32:00-05:00;-7.7;0.0;17.4;;Overcast
113684;5235;3fd66200f964a52037e31ee3;2018-01-15 07:51:00-05:00;-7.9;0.0;17.4;;Partially cloudy
113685;5235;3fd66200f964a52023e61ee3;2018-01-16 20:29:00-05:00;1.0;0.0;9.8;;Overcast
113685;5235;564a86c8498ea245a802f0d1;2018-01-17 01:20:00-05:00;1.9;0.0;7.1;;Overcast
113686;5235;56fd4c5e498e389de05f8b85;2018-01-18 01:23:00-05:00;-6.0;0.0;15.9;snow;Clear
113686;5235;57f4fb59498efaaab7345b34;2018-01-18 03:25:00-05:00;-6.5;0.0;18.0;snow;Clear
113687;5235;3fd66200f964a520ede41ee3;2018-01-18 20:36:00-05:00;-2.0;0.0;18.0;;Clear
113687;5235;4a4115a8f964a520c0a41fe3;2018-01-18 21:23:00-05:00;-2.0;0.0;18.0;;Clear
113687;5235;54f9d808498eaa73550d399c;2018-01-19 01:51:00-05:00;-3.9;0.0;8.8;;Clear
113692;5235;549dabec498eb47afce47921;2018-02-08 23:06:00-05:00;-1.8;0.0;15.4;;Clear
113695;5235;4a73515ef964a5201edc1fe3;2018-02-15 23:05:00-05:00;14.0;1.116;12.3;rain;Rain, Overcast
113696;5235;3fd66200f964a520b1ea1ee3;2018-02-16 23:02:00-05:00;3.1;0.0;22.7;;Clear
113696;5235;4b538edff964a52032a227e3;2018-02-17 00:26:00-05:00;2.4;0.0;17.5;;Clear
113697;5235;4f22ca77e4b0ed3396a83a05;2018-02-18 23:01:00-05:00;3.2;0.0;6.4;;Clear
