trail_id,user_id,num_poi,poi_id,timestamp,rating,temp,precip,windspeed,preciptype,conditions,city
1790566,101817,poi_4,4b2ef5adf964a520bce824e3,2018-02-22T17:59:00,-1.0,1.9,0.002,7.7,"rain,snow","Snow, Rain, Overcast",Tokyo
1790566,101817,poi_5,57e613a3498e947107dc1d4d,2018-02-22T21:49:00,-1.0,1.9,0.0,11.0,,Overcast,Tokyo
1790566,101817,poi_6,4b6a97d2f964a520a6d92be3,2018-02-22T22:28:00,-1.0,1.9,0.0,11.0,,Overcast,Tokyo
1790566,101817,poi_7,4b612ca0f964a520fa0b2ae3,2018-02-22T22:40:00,8.3,2.1,0.002,7.7,rain,"Rain, Overcast",Tokyo
1790566,101817,poi_8,4b5ab7bff964a520eed128e3,2018-02-22T22:52:00,8.5,2.1,0.002,7.7,rain,"Rain, Overcast",Tokyo
1790566,101817,poi_9,4b59843ff964a520da8a28e3,2018-02-22T22:57:00,7.5,2.1,0.002,7.7,rain,"Rain, Overcast",Tokyo
1790566,101817,poi_10,4ce62908595cb1f75ac4ba14,2018-02-22T23:06:00,5.9,2.1,0.002,7.7,rain,"Rain, Overcast",Tokyo
1790566,101817,poi_11,4ce5d291f1912d4373d5bf09,2018-02-22T23:09:00,6.3,2.1,0.002,7.7,rain,"Rain, Overcast",Tokyo
1790566,101817,poi_12,4b5bab10f964a520e00e29e3,2018-02-23T02:52:00,5.9,5.4,0.0,9.3,,Partially cloudy,Tokyo
1790566,101817,poi_13,4b9b0e62f964a52043ef35e3,2018-02-23T03:06:00,-1.0,5.4,0.0,9.3,,Partially cloudy,Tokyo
1846519,105788,poi_1,4b22504cf964a520704524e3,2017-10-13T18:11:00,5.6,14.2,8.948,9.4,rain,"Rain, Overcast",Tokyo
1846519,105788,poi_2,4b545885f964a5202eb827e3,2017-10-13T18:33:00,6.6,14.2,0.0,7.6,,Overcast,Tokyo
1846519,105788,poi_3,4fdb111ee4b024392426b175,2017-10-13T18:54:00,-1.0,14.2,0.0,7.6,,Overcast,Tokyo
1846519,105788,poi_4,4f751d1fe4b0e09b8aa00420,2017-10-13T19:45:00,8.1,14.2,0.0,11.2,,Overcast,Tokyo
1846519,105788,poi_5,4f84017f6d862d31a6a3191f,2017-10-13T23:08:00,5.2,14.1,0.0,5.6,,Overcast,Tokyo
1846519,105788,poi_6,4b19f917f964a520abe623e3,2017-10-14T00:48:00,7.8,14.4,0.0,11.1,,Overcast,Tokyo
1846519,105788,poi_7,4b5ab7bff964a520eed128e3,2017-10-14T00:56:00,8.5,14.4,0.0,11.1,,Overcast,Tokyo
1846519,105788,poi_8,4b612ca0f964a520fa0b2ae3,2017-10-14T01:28:00,8.3,14.4,0.0,11.1,,Overcast,Tokyo
1846519,105788,poi_9,4b595505f964a520528528e3,2017-10-14T02:09:00,5.7,14.9,0.0,5.6,,Overcast,Tokyo
1846519,105788,poi_10,4b603902f964a520a4da29e3,2017-10-14T02:36:00,-1.0,14.9,0.0,5.6,,Overcast,Tokyo
1846519,105788,poi_11,4b24e5a2f964a520636a24e3,2017-10-14T03:50:00,5.6,14.4,0.0,7.7,,Overcast,Tokyo
1846519,105788,poi_12,4b42a9c9f964a5206dd825e3,2017-10-14T04:03:00,5.7,14.4,0.0,7.7,,Overcast,Tokyo
1846519,105788,poi_13,4c6fb4d7d7fab1f710255cc9,2017-10-14T04:27:00,5.6,14.4,0.0,7.7,,Overcast,Tokyo
1846536,105788,poi_1,4fc6fbfee4b074a6795944c1,2017-11-11T16:10:00,7.9,11.2,0.0,16.7,,Clear,Tokyo
1846536,105788,poi_2,4ce4f953b43737046644f6ce,2017-11-11T16:37:00,-1.0,10.9,0.0,18.6,,Clear,Tokyo
1846536,105788,poi_3,4e695270091a21b6d7c159a9,2017-11-11T17:03:00,6.6,10.9,0.0,18.6,,Clear,Tokyo
1846536,105788,poi_4,4b52c581f964a520c28727e3,2017-11-11T17:36:00,-1.0,10.6,0.0,13.3,,Clear,Tokyo
1846536,105788,poi_5,4b612ca0f964a520fa0b2ae3,2017-11-11T17:58:00,8.3,10.6,0.0,13.3,,Clear,Tokyo
1846536,105788,poi_6,4b5bd76ef964a520411929e3,2017-11-11T18:21:00,-1.0,10.6,0.0,13.3,,Clear,Tokyo
1846536,105788,poi_7,4bd82e1e0b779c74318006a0,2017-11-11T18:41:00,-1.0,10.4,0.0,14.7,,Clear,Tokyo
1846536,105788,poi_8,4beca0228bbcc92817958cb1,2017-11-11T20:12:00,6.0,10.6,0.0,16.5,,Clear,Tokyo
1846536,105788,poi_9,58e0b3d719b1ad32c1d9c543,2017-11-11T20:30:00,5.6,10.6,0.0,16.5,,Clear,Tokyo
1846536,105788,poi_10,4b5ab7bff964a520eed128e3,2017-11-11T21:56:00,8.5,10.6,0.0,13.1,,Clear,Tokyo
1846536,105788,poi_11,4b6f61e5f964a52024ee2ce3,2017-11-11T22:15:00,-1.0,10.6,0.0,13.1,,Clear,Tokyo
1846536,105788,poi_12,4bbac8b753649c742f7249fb,2017-11-11T22:49:00,-1.0,11.8,0.0,18.3,,Clear,Tokyo
1846536,105788,poi_13,4b52c581f964a520c28727e3,2017-11-11T23:09:00,-1.0,11.8,0.0,18.3,,Clear,Tokyo
1846536,105788,poi_14,4b093eeff964a520e51423e3,2017-11-11T23:47:00,6.7,13.1,0.0,14.8,,Clear,Tokyo
1846536,105788,poi_15,4b64e40af964a520d5d72ae3,2017-11-12T00:19:00,5.5,13.1,0.0,14.8,,Clear,Tokyo
1846536,105788,poi_16,4b943b2ef964a520187034e3,2017-11-12T00:27:00,-1.0,13.1,0.0,14.8,,Clear,Tokyo
1846536,105788,poi_17,4bb61cb96edc76b0e667301c,2017-11-12T00:42:00,-1.0,14.3,0.0,16.3,,Clear,Tokyo
1846542,105788,poi_1,4b593347f964a520188128e3,2017-11-25T17:27:00,5.3,6.7,0.0,7.6,,Clear,Tokyo
1846542,105788,poi_2,4b20da83f964a520ec3424e3,2017-11-25T17:42:00,-1.0,5.9,0.0,9.4,,Clear,Tokyo
1846542,105788,poi_3,4c4ccc7cf5afa593eb4985d6,2017-11-25T17:57:00,-1.0,5.9,0.0,9.4,,Clear,Tokyo
1846542,105788,poi_4,4b1b7b31f964a5209efb23e3,2017-11-25T18:14:00,-1.0,5.9,0.0,9.4,,Clear,Tokyo
1846542,105788,poi_5,4b38b418f964a520914f25e3,2017-11-25T18:24:00,5.6,5.9,0.0,9.4,,Clear,Tokyo
1846542,105788,poi_6,4b5ab7bff964a520eed128e3,2017-11-25T18:54:00,8.5,6.0,0.0,7.7,,Clear,Tokyo
1846542,105788,poi_7,4b52c581f964a520c28727e3,2017-11-25T19:10:00,-1.0,6.0,0.0,7.7,,Clear,Tokyo
1846542,105788,poi_8,4b17b2e4f964a52040c723e3,2017-11-25T19:42:00,6.0,4.2,0.0,3.6,,Clear,Tokyo
1846542,105788,poi_9,5258d026498e2e0850f2b157,2017-11-25T20:03:00,7.8,4.2,0.0,3.6,,Clear,Tokyo
1846542,105788,poi_10,4b5d0200f964a520a74e29e3,2017-11-25T21:22:00,-1.0,3.9,0.0,1.9,,Partially cloudy,Tokyo
1846542,105788,poi_11,4be81b324485d13ad40294ee,2017-11-25T22:01:00,6.1,4.1,0.0,1.9,,Clear,Tokyo
1846542,105788,poi_12,4be8171c4485d13a470294ee,2017-11-25T22:12:00,7.3,4.1,0.0,1.9,,Clear,Tokyo
1846542,105788,poi_13,4b6e7d02f964a52060bf2ce3,2017-11-25T22:33:00,5.6,7.6,0.0,1.9,,Partially cloudy,Tokyo
1846542,105788,poi_14,4cf4be101c158cfaf73de5b5,2017-11-25T23:19:00,-1.0,7.6,0.0,1.9,,Partially cloudy,Tokyo
1846542,105788,poi_15,4b0587a6f964a5203d9e22e3,2017-11-26T03:03:00,7.1,15.2,0.0,4.7,,Partially cloudy,Tokyo
1846542,105788,poi_16,4cff0bf02685a35dcc8dc190,2017-11-26T03:33:00,5.9,17.8,0.0,15.5,,Clear,Tokyo
1846542,105788,poi_17,4b4ef864f964a520d5f726e3,2017-11-26T04:16:00,5.6,17.8,0.0,15.5,,Clear,Tokyo
1846558,105788,poi_1,4b95691ef964a52018a134e3,2017-12-29T11:10:00,-1.0,5.9,0.0,7.5,,Clear,Tokyo
1846558,105788,poi_2,4b0e60adf964a520305723e3,2017-12-29T11:25:00,6.6,5.9,0.0,7.5,,Clear,Tokyo
1846558,105788,poi_3,4b22504cf964a520704524e3,2017-12-29T11:38:00,5.6,5.7,0.0,11.0,,Partially cloudy,Tokyo
1846558,105788,poi_4,4b0b90e1f964a5204d3223e3,2017-12-29T23:59:00,5.7,5.9,0.0,5.6,,Clear,Tokyo
1846558,105788,poi_5,4b283516f964a520e19024e3,2017-12-30T00:22:00,5.6,5.9,0.0,5.6,,Clear,Tokyo
1846558,105788,poi_6,5a2b5d3086bc490bd2a7e7a7,2017-12-30T01:08:00,7.3,7.6,0.0,13.1,,Clear,Tokyo
1846558,105788,poi_7,4fefe2c1d63ed400f5306011,2017-12-30T02:13:00,5.7,9.2,0.0,20.4,,Clear,Tokyo
1846558,105788,poi_8,4b6e9d27f964a52006c42ce3,2017-12-30T02:21:00,-1.0,9.2,0.0,20.4,,Clear,Tokyo
1846558,105788,poi_9,4b5c2a7df964a520412629e3,2017-12-30T02:38:00,5.9,10.1,0.0,16.7,,Clear,Tokyo
1846558,105788,poi_10,4d8eebd25234a090df23bfbd,2017-12-30T02:59:00,-1.0,10.1,0.0,16.7,,Clear,Tokyo
1846558,105788,poi_11,4e4513e97d8bee2823a4b91f,2017-12-30T03:36:00,-1.0,10.6,0.0,13.0,,Partially cloudy,Tokyo
1846558,105788,poi_12,4b283516f964a520e19024e3,2017-12-30T11:04:00,5.6,5.9,0.0,7.8,,Overcast,Tokyo
1846558,105788,poi_13,4b0e60adf964a520305723e3,2017-12-30T11:20:00,6.6,5.9,0.0,7.8,,Overcast,Tokyo
1846558,105788,poi_14,4b22504cf964a520704524e3,2017-12-30T11:33:00,5.6,5.7,0.0,5.6,,Partially cloudy,Tokyo
1846558,105788,poi_15,4cec9db113aea143694c629f,2017-12-30T23:33:00,5.9,4.0,0.0,5.5,,Partially cloudy,Tokyo
1846558,105788,poi_16,4b0e60adf964a520305723e3,2017-12-30T23:43:00,6.6,4.0,0.0,5.5,,Partially cloudy,Tokyo
1846558,105788,poi_17,4db791d3a86e0cd3b65468fe,2017-12-31T00:49:00,-1.0,4.1,0.0,12.9,,Overcast,Tokyo
1846558,105788,poi_18,4b8e19aaf964a520651833e3,2017-12-31T01:00:00,5.5,4.1,0.0,12.9,,Overcast,Tokyo
1846558,105788,poi_19,4b55bbd2f964a520a1ed27e3,2017-12-31T01:11:00,4.9,4.1,0.0,12.9,,Overcast,Tokyo
1846558,105788,poi_20,4e461c2afa76a07fde55c22e,2017-12-31T01:25:00,-1.0,4.1,0.0,12.9,,Overcast,Tokyo
1846558,105788,poi_21,4e7d8e3b02d588010e58f8f9,2017-12-31T02:07:00,5.9,4.6,0.0,7.7,,Overcast,Tokyo
1846558,105788,poi_22,4b0587a6f964a5203d9e22e3,2017-12-31T02:26:00,7.1,4.6,0.0,7.7,,Overcast,Tokyo
1846558,105788,poi_23,4b166583f964a520acb823e3,2017-12-31T02:40:00,8.0,4.6,0.0,12.9,,Overcast,Tokyo
1846558,105788,poi_24,4e5ba52d8877c8a76e0192f6,2017-12-31T03:00:00,-1.0,4.6,0.0,12.9,,Overcast,Tokyo
1846586,105788,poi_1,50e10620e4b0a78b023221b2,2018-02-24T16:37:00,-1.0,4.8,0.0,11.2,,Clear,Tokyo
1846586,105788,poi_2,4bb61cb96edc76b0e667301c,2018-02-24T16:43:00,-1.0,4.8,0.0,11.2,,Clear,Tokyo
1846586,105788,poi_3,4b943b2ef964a520187034e3,2018-02-24T16:53:00,-1.0,4.8,0.0,11.2,,Clear,Tokyo
1846586,105788,poi_4,56962f6a498ec0def40b137d,2018-02-24T17:20:00,-1.0,4.8,0.0,11.2,,Clear,Tokyo
1846586,105788,poi_5,4b62a048f964a520454d2ae3,2018-02-24T17:38:00,6.7,4.3,0.0,5.6,,Partially cloudy,Tokyo
1846586,105788,poi_6,4b19f917f964a520abe623e3,2018-02-24T17:54:00,7.8,4.3,0.0,5.6,,Partially cloudy,Tokyo
1846586,105788,poi_7,53f99bd5498e277704f8a747,2018-02-24T18:13:00,-1.0,4.3,0.0,5.6,,Partially cloudy,Tokyo
1846586,105788,poi_8,4b5ab7bff964a520eed128e3,2018-02-24T18:56:00,8.5,3.2,0.0,3.9,,Clear,Tokyo
1846586,105788,poi_9,4b55670ff964a52071e327e3,2018-02-24T19:41:00,8.5,4.3,0.0,5.5,,Clear,Tokyo
1846586,105788,poi_10,4b594e15f964a520938428e3,2018-02-24T20:02:00,-1.0,4.3,0.0,5.5,,Clear,Tokyo
1846586,105788,poi_11,4b626ac4f964a520c4462ae3,2018-02-24T20:29:00,-1.0,4.3,0.0,5.5,,Clear,Tokyo
1846586,105788,poi_12,4b19f917f964a520abe623e3,2018-02-24T20:53:00,7.8,4.1,0.0,9.3,,Partially cloudy,Tokyo
1846586,105788,poi_13,4b0587a6f964a5203e9e22e3,2018-02-24T21:01:00,7.9,4.1,0.0,9.3,,Partially cloudy,Tokyo
1846621,105788,poi_1,4b283516f964a520e19024e3,2018-04-29T13:57:00,5.6,19.3,0.0,16.4,,Clear,Tokyo
1846621,105788,poi_2,4b0e60adf964a520305723e3,2018-04-29T14:05:00,6.6,19.3,0.0,16.4,,Clear,Tokyo
1846621,105788,poi_3,4b22504cf964a520704524e3,2018-04-29T14:19:00,5.6,19.3,0.0,16.4,,Clear,Tokyo
1846621,105788,poi_4,4cec9db113aea143694c629f,2018-04-29T22:02:00,5.9,20.6,0.0,14.6,,Clear,Tokyo
1846621,105788,poi_5,4bb6a5b546d4a5934d9dc6c0,2018-04-29T22:54:00,-1.0,21.8,0.0,20.2,,Clear,Tokyo
1846621,105788,poi_6,4b0587a6f964a5203e9e22e3,2018-04-30T00:26:00,7.9,23.7,0.0,23.6,,Partially cloudy,Tokyo
1846621,105788,poi_7,4b19f917f964a520abe623e3,2018-04-30T00:55:00,7.8,23.8,0.0,20.2,,Clear,Tokyo
1846621,105788,poi_8,4b73cca1f964a5203fbc2de3,2018-04-30T01:22:00,7.2,23.8,0.0,20.2,,Clear,Tokyo
1846621,105788,poi_9,4b5ab7bff964a520eed128e3,2018-04-30T01:50:00,8.5,23.3,0.0,22.0,,Partially cloudy,Tokyo
1846621,105788,poi_10,4b5ef219f964a520569f29e3,2018-04-30T02:19:00,5.8,23.3,0.0,22.0,,Partially cloudy,Tokyo
1846621,105788,poi_11,4bfb8f3cf214a5931c54af0e,2018-04-30T03:23:00,8.7,24.1,0.0,22.1,,Partially cloudy,Tokyo
1846621,105788,poi_12,4e604e5faeb7360313fd65e9,2018-04-30T03:55:00,6.3,24.6,0.0,23.8,,Clear,Tokyo
1846621,105788,poi_13,4b47db98f964a520ce4126e3,2018-04-30T04:58:00,7.0,23.3,0.0,25.7,,Partially cloudy,Tokyo
1846621,105788,poi_14,4b53f0dbf964a52021af27e3,2018-04-30T05:14:00,-1.0,23.3,0.0,25.7,,Partially cloudy,Tokyo
1846621,105788,poi_15,4be20cce1dd22d7fef3493bd,2018-04-30T05:59:00,-1.0,22.9,0.0,18.5,,Partially cloudy,Tokyo
1846651,105788,poi_1,50e10620e4b0a78b023221b2,2018-06-15T16:38:00,-1.0,15.2,0.004,11.3,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_2,4bb61cb96edc76b0e667301c,2018-06-15T16:50:00,-1.0,15.2,0.004,11.3,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_3,56962f6a498ec0def40b137d,2018-06-15T17:24:00,-1.0,15.2,0.004,11.3,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_4,4b5bcc02f964a520be1629e3,2018-06-15T17:47:00,5.5,15.1,0.485,9.5,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_5,4b6521d8f964a520a0e52ae3,2018-06-15T18:29:00,-1.0,15.1,0.485,9.5,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_6,53533be2498ef0a3153be538,2018-06-15T19:06:00,-1.0,14.6,0.005,7.9,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_7,4b56964cf964a520f31528e3,2018-06-15T19:23:00,-1.0,14.6,0.005,7.9,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_8,5a178357d3cce821f8180588,2018-06-15T19:38:00,6.3,14.6,0.0,7.9,,Overcast,Tokyo
1846651,105788,poi_9,4e8a8c6c30f82dd42bb8255d,2018-06-15T20:02:00,-1.0,14.6,0.0,7.9,,Overcast,Tokyo
1846651,105788,poi_10,4d9e94082064ba7a71d63f4d,2018-06-15T21:04:00,-1.0,14.7,0.002,9.5,rain,"Rain, Overcast",Tokyo
1846651,105788,poi_11,4b38b418f964a520914f25e3,2018-06-15T21:41:00,5.6,14.7,0.004,11.2,rain,"Rain, Overcast",Tokyo
